Unnamed: 0,category,type,prompt,difficulty,keywords,length
,시나리오,상황극/역할극,장소 '황혼의 절벽'에서 도박꾼 둘이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['스산한 기운', '돌아온 메아리', '떨어진 동전']",64
,시나리오,상황극/역할극,장소 '작은 시골 마을'에서 구조대와 조난자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['버려진 종이', '사라진 종소리', '빛바랜 깃발']",72
,시나리오,상황극/역할극,장소 '무너진 성당'에서 여왕과 기사이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['스산한 기운', '바람 부는 지붕', '빛바랜 깃발']",137
,시나리오,상황극/역할극,장소 '별이 흐르는 숲길'에서 기억 상실자 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['희미한 불빛', '깨진 조명', '흐린 별빛']",96
,시나리오,상황극/역할극,장소 '은하계 성채'에서 돌연변이와 인간이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['검은 연기', '사라진 종소리', '흐린 별빛']",118
,시나리오,상황극/역할극,장소 '불빛 사라진 골목'에서 방랑자와 아이이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['떨어진 동전', '금이 간 유리창', '빛바랜 깃발']",101
,시나리오,상황극/역할극,장소 '안개 낀 마을 광장'에서 도망자와 추적자이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '깨진 조명', '떨어진 동전']",51
,시나리오,상황극/역할극,장소 '깊은 협곡'에서 AI와 기계공이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '금이 간 유리창', '흐린 별빛']",58
,시나리오,상황극/역할극,장소 '무너진 방파제'에서 거상과 인간이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['낡은 손목시계', '바람 부는 지붕', '버려진 종이']",134
,시나리오,상황극/역할극,장소 '철길 옆 벤치'에서 이계의 존재 둘이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 시계소리', '버려진 종이', '스산한 기운']",68
,시나리오,상황극/역할극,장소 '눈 쌓인 마을'에서 시골 주민과 외지인이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘몰아치는 바람', '희미한 불빛', '휘어진 철문']",138
,시나리오,상황극/역할극,장소 '사라진 왕궁'에서 괴물과 추격자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['흐린 별빛', '스산한 기운', '사라진 종소리']",127
,시나리오,상황극/역할극,장소 '바위산 꼭대기'에서 전쟁터 생존자들이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '흐린 별빛', '낡은 손목시계']",98
,시나리오,상황극/역할극,장소 '황혼의 절벽'에서 광부와 모험가이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '깨진 조명', '사라진 종소리']",94
,시나리오,상황극/역할극,장소 '부서진 배 위'에서 거상과 인간이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['젖은 종이컵', '희미한 불빛', '휘어진 철문']",95
,시나리오,상황극/역할극,장소 '안개 속 고성'에서 적국 스파이 둘이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 시계소리', '어둠 속 발자국', '떨어진 동전']",120
,시나리오,상황극/역할극,장소 '흰 눈의 언덕'에서 돌연변이와 과학자이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['돌아온 메아리', '버려진 종이', '스산한 기운']",99
,시나리오,상황극/역할극,장소 '비 내리는 벽화 거리'에서 적국 스파이 둘이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['금이 간 유리창', '스산한 기운', '희미한 불빛']",86
,시나리오,상황극/역할극,장소 '불타는 초원'에서 돌연변이와 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['검은 연기', '낡은 손목시계', '돌아온 메아리']",69
,시나리오,상황극/역할극,장소 '낡은 철도역'에서 방랑자 둘이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '사라진 종소리', '희미한 불빛']",144
,시나리오,상황극/역할극,장소 '빙하 동굴'에서 공학자와 조수이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '금이 간 유리창', '젖은 종이컵']",76
,시나리오,상황극/역할극,장소 '흐린 저수지 근처'에서 흑마법사와 제자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['바람 부는 지붕', '젖은 종이컵', '희미한 불빛']",83
,시나리오,상황극/역할극,장소 '바람 부는 다리 위'에서 왕과 후계자이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['희미한 불빛', '조용한 시계소리', '돌아온 메아리']",76
,시나리오,상황극/역할극,장소 '빛바랜 성벽'에서 사냥꾼과 숲의 정령이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 플래카드', '희미한 불빛', '바람 부는 지붕']",110
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 수녀와 낯선 남자이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '희미한 불빛', '낡은 손목시계']",99
,시나리오,상황극/역할극,장소 '황혼의 절벽'에서 현자와 여행자이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 종이', '휘어진 철문', '스산한 기운']",98
,시나리오,상황극/역할극,장소 '빛 사라진 전시장'에서 과학자와 실험체이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['어둠 속 발자국', '돌아온 메아리', '바람 부는 지붕']",84
,시나리오,상황극/역할극,장소 '깊은 협곡'에서 조난자와 구조대원이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['흐린 별빛', '바람 부는 지붕', '버려진 종이']",150
,시나리오,상황극/역할극,장소 '작은 시골 마을'에서 사라진 기억을 찾는 둘이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '휘어진 철문', '어둠 속 발자국']",54
,시나리오,상황극/역할극,장소 '바람 부는 벌판'에서 왕과 후계자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['젖은 종이컵', '휘몰아치는 바람', '조용한 시계소리']",81
,시나리오,상황극/역할극,장소 '깊은 해저 기지'에서 광부와 모험가이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['금이 간 유리창', '휘어진 철문', '깨진 조명']",150
,시나리오,상황극/역할극,장소 '거대한 벽화 앞'에서 해골 기사 둘이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '낡은 플래카드', '흐린 별빛']",73
,시나리오,상황극/역할극,장소 '흐린 저수지 근처'에서 돌연변이와 인간이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['금이 간 유리창', '낡은 플래카드', '휘어진 철문']",55
,시나리오,상황극/역할극,장소 '거센 바람의 해변'에서 사라진 기억을 찾는 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['떨어진 동전', '바람 부는 지붕', '돌아온 메아리']",62
,시나리오,상황극/역할극,장소 '어두운 산골 마을'에서 악마와 신자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['젖은 종이컵', '스산한 기운', '조용한 시계소리']",69
,시나리오,상황극/역할극,장소 '푸른 바다 전망대'에서 사냥꾼과 마녀이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘어진 철문', '조용한 그림자', '빛바랜 깃발']",69
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 괴물과 여왕이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘몰아치는 바람', '사라진 종소리', '돌아온 메아리']",104
,시나리오,상황극/역할극,장소 '구름 낀 초원'에서 시민과 기자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['젖은 종이컵', '검은 연기', '조용한 그림자']",135
,시나리오,상황극/역할극,장소 '푸른 바다 전망대'에서 사냥꾼과 피해자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '빛바랜 깃발', '휘어진 철문']",58
,시나리오,상황극/역할극,장소 '해질녘 바위 언덕'에서 미래 도시 경찰이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['깨진 조명', '금이 간 유리창', '사라진 종소리']",89
,시나리오,상황극/역할극,장소 '안개 속 고성'에서 학자와 연구원이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '깨진 조명', '어둠 속 발자국']",63
,시나리오,상황극/역할극,장소 '하늘로 이어진 계단'에서 도박꾼 둘이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 플래카드', '어둠 속 발자국', '조용한 시계소리']",93
,시나리오,상황극/역할극,장소 '빙하 동굴'에서 이계의 존재 둘이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['떨어진 동전', '어둠 속 발자국', '돌아온 메아리']",111
,시나리오,상황극/역할극,장소 '안개 낀 마을 광장'에서 낯선 성직자와 상인이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['희미한 불빛', '조용한 시계소리', '낡은 손목시계']",122
,시나리오,상황극/역할극,장소 '해질녘 바위 언덕'에서 검객과 조수이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['사라진 종소리', '희미한 불빛', '돌아온 메아리']",54
,시나리오,상황극/역할극,장소 '깊은 협곡'에서 해적과 조타수이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['젖은 종이컵', '빛바랜 깃발', '바람 부는 지붕']",62
,시나리오,상황극/역할극,장소 '빛바랜 성벽'에서 기사와 농부이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['깨진 조명', '바람 부는 지붕', '낡은 플래카드']",81
,시나리오,상황극/역할극,장소 '빛바랜 연구소'에서 아이와 노인이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 시계소리', '검은 연기', '돌아온 메아리']",149
,시나리오,상황극/역할극,장소 '붉은 노을 아래 초원'에서 과거 연인 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 그림자', '빛바랜 깃발', '깨진 조명']",90
,시나리오,상황극/역할극,장소 '검은 돌길'에서 시간 여행자 둘이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['어둠 속 발자국', '스산한 기운', '빛바랜 깃발']",77
,시나리오,상황극/역할극,장소 '빙하 위 연구소'에서 수호자와 예언자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘몰아치는 바람', '스산한 기운', '빛바랜 깃발']",77
,시나리오,상황극/역할극,장소 '폭풍우 치는 계곡'에서 용사와 현자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['희미한 불빛', '금이 간 유리창', '흐린 별빛']",72
,시나리오,상황극/역할극,장소 '거센 파도 위 선박'에서 시민과 기자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['사라진 종소리', '조용한 그림자', '돌아온 메아리']",129
,시나리오,상황극/역할극,장소 '검은 숲 가장자리'에서 정령과 인간이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['희미한 불빛', '버려진 종이', '깨진 조명']",58
,시나리오,상황극/역할극,장소 '폐허의 극장'에서 폭풍 속 조난자들이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['바람 부는 지붕', '휘몰아치는 바람', '조용한 시계소리']",56
,시나리오,상황극/역할극,장소 '고요한 유적지'에서 전사와 늑대인간이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['금이 간 유리창', '사라진 종소리', '어둠 속 발자국']",99
,시나리오,상황극/역할극,장소 '사라진 왕궁'에서 괴물과 여왕이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '흐린 별빛', '조용한 시계소리']",61
,시나리오,상황극/역할극,장소 '거센 바람의 해변'에서 전사와 마법사이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘어진 철문', '깨진 조명', '조용한 시계소리']",59
,시나리오,상황극/역할극,장소 '밤의 유원지'에서 살인범과 추적자이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['금이 간 유리창', '떨어진 동전', '빛바랜 깃발']",147
,시나리오,상황극/역할극,장소 '부서진 다리 옆'에서 전설의 수호자와 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['깨진 조명', '희미한 불빛', '검은 연기']",136
,시나리오,상황극/역할극,장소 '황량한 들판'에서 기사와 농부이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 시계소리', '낡은 손목시계', '흐린 별빛']",138
,시나리오,상황극/역할극,장소 '모래폭풍 속 오아시스'에서 여왕과 기사이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '사라진 종소리', '휘몰아치는 바람']",76
,시나리오,상황극/역할극,장소 '고요한 옥상 정원'에서 잃어버린 형제이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘몰아치는 바람', '깨진 조명', '금이 간 유리창']",141
,시나리오,상황극/역할극,장소 '작은 섬 해변'에서 기사와 농부이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['금이 간 유리창', '조용한 그림자', '검은 연기']",81
,시나리오,상황극/역할극,장소 '미로 같은 골목'에서 서로 모르는 사람 둘이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '흐린 별빛', '사라진 종소리']",74
,시나리오,상황극/역할극,장소 '불타는 건물 안'에서 암살자와 표적이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['어둠 속 발자국', '조용한 시계소리', '깨진 조명']",89
,시나리오,상황극/역할극,장소 '별이 흐르는 숲길'에서 용사와 현자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['검은 연기', '흐린 별빛', '사라진 종소리']",62
,시나리오,상황극/역할극,장소 '고대의 도서관'에서 시민과 영웅이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['바람 부는 지붕', '휘어진 철문', '금이 간 유리창']",50
,시나리오,상황극/역할극,장소 '동틀 무렵 시장'에서 죽은 자와 산 자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘몰아치는 바람', '낡은 플래카드', '휘어진 철문']",130
,시나리오,상황극/역할극,장소 '어두운 협곡'에서 우주 해적과 상인이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['돌아온 메아리', '휘어진 철문', '휘몰아치는 바람']",80
,시나리오,상황극/역할극,장소 '불타는 초원'에서 수호령과 인간이(가) 현실적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '스산한 기운', '빛바랜 깃발']",125
,시나리오,상황극/역할극,장소 '푸른 바다 전망대'에서 수인과 인간이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['희미한 불빛', '바람 부는 지붕', '돌아온 메아리']",52
,시나리오,상황극/역할극,장소 '무너진 고성'에서 전설의 영웅과 제자이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['젖은 종이컵', '어둠 속 발자국', '사라진 종소리']",99
,시나리오,상황극/역할극,장소 '붉은 하늘 광장'에서 돌연변이와 과학자이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 플래카드', '조용한 그림자', '금이 간 유리창']",133
,시나리오,상황극/역할극,장소 '붉은 하늘 광장'에서 군인과 민간인이(가) 스릴러 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['젖은 종이컵', '금이 간 유리창', '검은 연기']",121
,시나리오,상황극/역할극,장소 '빛바랜 연구소'에서 미래 병사와 인류이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['깨진 조명', '낡은 손목시계', '떨어진 동전']",78
,시나리오,상황극/역할극,장소 '바람 부는 절벽 위'에서 음악가와 청중이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['조용한 그림자', '검은 연기', '떨어진 동전']",83
,시나리오,상황극/역할극,장소 '고립된 농가'에서 미래 도시 경찰이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['조용한 시계소리', '조용한 그림자', '돌아온 메아리']",52
,시나리오,상황극/역할극,장소 '달빛의 계단'에서 용사와 현자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '낡은 플래카드', '희미한 불빛']",53
,시나리오,상황극/역할극,장소 '은빛의 고원'에서 방랑자와 아이이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 손목시계', '낡은 플래카드', '휘어진 철문']",148
,시나리오,상황극/역할극,장소 '초승달의 계곡'에서 악마와 신자이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '바람 부는 지붕', '깨진 조명']",138
,시나리오,상황극/역할극,장소 '빙하 동굴'에서 해골 기사 둘이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['낡은 손목시계', '휘몰아치는 바람', '어둠 속 발자국']",148
,시나리오,상황극/역할극,장소 '빙하 동굴'에서 음유시인과 귀족이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['사라진 종소리', '휘몰아치는 바람', '낡은 플래카드']",80
,시나리오,상황극/역할극,장소 '황혼의 절벽'에서 괴물과 소년이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘몰아치는 바람', '사라진 종소리', '스산한 기운']",132
,시나리오,상황극/역할극,장소 '무너진 방파제'에서 술사와 인간이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '흐린 별빛', '돌아온 메아리']",82
,시나리오,상황극/역할극,장소 '작은 목초지'에서 기사와 농부이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['금이 간 유리창', '조용한 시계소리', '어둠 속 발자국']",80
,시나리오,상황극/역할극,장소 '어두운 산골 마을'에서 검객과 조수이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '낡은 손목시계', '돌아온 메아리']",75
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 적국 스파이 둘이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘어진 철문', '돌아온 메아리', '검은 연기']",107
,시나리오,상황극/역할극,장소 '불빛 사라진 골목'에서 거상과 인간이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 종이', '깨진 조명', '휘몰아치는 바람']",109
,시나리오,상황극/역할극,장소 '거센 파도 위 선박'에서 탐정과 목격자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['젖은 종이컵', '조용한 그림자', '검은 연기']",129
,시나리오,상황극/역할극,장소 '잿빛 항구'에서 돌연변이와 과학자이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘어진 철문', '어둠 속 발자국', '금이 간 유리창']",138
,시나리오,상황극/역할극,장소 '부서진 배 위'에서 시간 여행자 둘이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '사라진 종소리', '낡은 플래카드']",78
,시나리오,상황극/역할극,장소 '고대 사원 안'에서 고대의 왕과 신관이(가) 서정적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['휘몰아치는 바람', '빛바랜 깃발', '검은 연기']",54
,시나리오,상황극/역할극,장소 '밤하늘 천문대'에서 이계의 존재 둘이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['조용한 그림자', '바람 부는 지붕', '희미한 불빛']",105
,시나리오,상황극/역할극,장소 '작은 시골 마을'에서 우주선 조종사와 승객이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['젖은 종이컵', '흐린 별빛', '돌아온 메아리']",135
,시나리오,상황극/역할극,장소 '은하수 산책로'에서 수녀와 낯선 남자이(가) 로맨틱 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['버려진 종이', '어둠 속 발자국', '깨진 조명']",50
,시나리오,상황극/역할극,장소 '은하계 성채'에서 전사와 마법사이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['금이 간 유리창', '휘어진 철문', '휘몰아치는 바람']",100
,시나리오,상황극/역할극,장소 '어두운 산골 마을'에서 수녀와 신자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['스산한 기운', '어둠 속 발자국', '바람 부는 지붕']",66
,시나리오,상황극/역할극,장소 '어두운 산골 마을'에서 수녀와 낯선 남자이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['돌아온 메아리', '휘어진 철문', '조용한 시계소리']",109
,시나리오,상황극/역할극,장소 '고대 사원 안'에서 괴물과 용사이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '낡은 손목시계', '깨진 조명']",106
,시나리오,상황극/역할극,장소 '달빛 비추는 늪'에서 이계의 존재 둘이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['흐린 별빛', '낡은 플래카드', '스산한 기운']",99
,시나리오,상황극/역할극,장소 '작은 폐가'에서 방랑자 둘이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['희미한 불빛', '조용한 시계소리', '사라진 종소리']",132
,시나리오,상황극/역할극,장소 '달빛 비추는 늪'에서 돌연변이와 인간이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['사라진 종소리', '스산한 기운', '돌아온 메아리']",105
,시나리오,상황극/역할극,장소 '사라진 항구'에서 AI와 기계공이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['검은 연기', '낡은 손목시계', '조용한 시계소리']",75
,시나리오,상황극/역할극,장소 '바위산 꼭대기'에서 왕족과 기사이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['버려진 종이', '떨어진 동전', '희미한 불빛']",94
,시나리오,상황극/역할극,장소 '어두운 산골 마을'에서 군인과 포로이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['빛바랜 깃발', '희미한 불빛', '떨어진 동전']",97
,시나리오,상황극/역할극,장소 '황금빛 평원'에서 사냥꾼과 마녀이(가) 잔혹한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '떨어진 동전', '돌아온 메아리']",92
,시나리오,상황극/역할극,장소 '하늘로 이어진 계단'에서 마을 촌장과 이방인이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['떨어진 동전', '사라진 종소리', '어둠 속 발자국']",135
,시나리오,상황극/역할극,장소 '고대의 도서관'에서 여왕과 기사이(가) 몽환적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['바람 부는 지붕', '어둠 속 발자국', '휘몰아치는 바람']",130
,시나리오,상황극/역할극,장소 '달빛의 계단'에서 전사와 마법사이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['낡은 손목시계', '조용한 그림자', '떨어진 동전']",120
,시나리오,상황극/역할극,장소 '하얀 사막'에서 수인과 인간이(가) 따뜻한 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,쉬움,"['휘몰아치는 바람', '버려진 종이', '낡은 손목시계']",90
,시나리오,상황극/역할극,장소 '낡은 철도역'에서 기사와 마녀이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,어려움,"['검은 연기', '젖은 종이컵', '낡은 플래카드']",118
,시나리오,상황극/역할극,장소 '검은 돌길'에서 용사와 현자이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['돌아온 메아리', '빛바랜 깃발', '스산한 기운']",143
,시나리오,상황극/역할극,장소 '초승달의 계곡'에서 우주선 조종사와 승객이(가) 역동적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['어둠 속 발자국', '조용한 그림자', '떨어진 동전']",104
,시나리오,상황극/역할극,장소 '낡은 벽돌 공장'에서 수녀와 신자이(가) 긴장감 있는 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘어진 철문', '떨어진 동전', '스산한 기운']",138
,시나리오,상황극/역할극,장소 '해질녘 바위 언덕'에서 시민과 영웅이(가) 코믹 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['휘어진 철문', '떨어진 동전', '돌아온 메아리']",144
,시나리오,상황극/역할극,장소 '사라진 왕궁'에서 괴물과 용사이(가) 환상적 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['바람 부는 지붕', '돌아온 메아리', '버려진 종이']",51
,시나리오,상황극/역할극,장소 '낡은 철도역'에서 기사와 마녀이(가) 차가운 톤으로 대화를 나누는 6줄 내외의 상황극을 작성하세요.,중간,"['흐린 별빛', '젖은 종이컵', '돌아온 메아리']",76
