id,category,type,prompt,difficulty,keywords,length,Unnamed: 0
441,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '건강 문제로 생활 습관을 바꾼 경험',어려움,"['변화', '경험담']",800,
442,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '실망을 딛고 일어선 순간',중간,"['감정', '경험담']",500,
443,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '진로를 바꾸기로 결심하게 된 이유',중간,"['변화', '경험담']",800,
444,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노력 끝에 원하는 결과를 얻은 경험',어려움,"['성취', '경험담']",600,
445,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '거리에서 만난 노숙인을 도왔던 경험',쉬움,"['봉사', '경험담']",700,
446,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 도시에 정착하며 겪은 도전',어려움,"['변화', '경험담']",800,
447,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '댄스나 연기 등 무대 경험에서 느낀 감정',중간,"['취미', '경험담']",500,
448,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집에서 스스로 한 프로젝트 경험',어려움,"['일상', '경험담']",700,
449,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '요리를 배우며 생긴 특별한 추억',쉬움,"['취미', '경험담']",600,
450,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '분노를 다스린 특별한 경험',쉬움,"['감정', '경험담']",500,
451,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '게임을 통해 배운 협력의 가치',어려움,"['취미', '경험담']",600,
452,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '두려움을 이겨낸 날의 기억',쉬움,"['감정', '경험담']",500,
453,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 취미를 시작하게 된 계기와 그로 인한 변화',쉬움,"['취미', '경험담']",600,
454,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '기부 활동이 나에게 준 영향',어려움,"['봉사', '경험담']",800,
455,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 취미를 시작하게 된 계기와 그로 인한 변화',쉬움,"['취미', '경험담']",500,
456,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노인 요양원에서 봉사하며 느낀 깨달음',쉬움,"['봉사', '경험담']",800,
457,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '독서 습관이 삶을 바꾼 경험',중간,"['취미', '경험담']",500,
458,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '요리를 배우며 생긴 특별한 추억',어려움,"['취미', '경험담']",500,
459,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '그림이나 글쓰기 같은 창작 활동이 삶에 준 영향',중간,"['취미', '경험담']",600,
460,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 일상의 행복을 깨달은 경험',쉬움,"['일상', '경험담']",700,
461,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노인 요양원에서 봉사하며 느낀 깨달음',중간,"['봉사', '경험담']",600,
462,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '건강 문제로 생활 습관을 바꾼 경험',쉬움,"['변화', '경험담']",800,
463,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '외국에서의 생활이 준 변화',어려움,"['변화', '경험담']",600,
464,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '일상에서 느낀 감사의 순간',어려움,"['일상', '경험담']",600,
465,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 도시에 정착하며 겪은 도전',쉬움,"['변화', '경험담']",700,
466,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '지역 사회 행사 봉사 경험이 준 교훈',어려움,"['봉사', '경험담']",500,
467,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '일상에서 느낀 감사의 순간',중간,"['일상', '경험담']",500,
468,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '개인 프로젝트를 완성한 후의 뿌듯함',중간,"['성취', '경험담']",500,
469,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자원봉사로 누군가의 인생을 바꾼 경험',중간,"['봉사', '경험담']",800,
470,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사랑을 처음 깨달았던 순간',어려움,"['감정', '경험담']",600,
471,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '스포츠 활동 중 겪은 기억에 남는 순간',쉬움,"['취미', '경험담']",600,
472,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '운동 목표를 달성했을 때의 성취감',쉬움,"['성취', '경험담']",500,
473,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '진로를 바꾸기로 결심하게 된 이유',쉬움,"['변화', '경험담']",700,
474,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사진 촬영을 하면서 깨달은 점',어려움,"['취미', '경험담']",500,
475,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '그림이나 글쓰기 같은 창작 활동이 삶에 준 영향',중간,"['취미', '경험담']",600,
476,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '건강 문제로 생활 습관을 바꾼 경험',어려움,"['변화', '경험담']",800,
477,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '영화를 보고 생각이 바뀐 경험',어려움,"['취미', '경험담']",800,
478,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '장기 목표를 달성하며 느낀 기쁨',어려움,"['성취', '경험담']",600,
479,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '실망을 딛고 일어선 순간',어려움,"['감정', '경험담']",500,
480,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '전학 후 새로운 친구를 사귄 경험',중간,"['변화', '경험담']",800,
481,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '기쁨이 극대화되었던 순간',쉬움,"['감정', '경험담']",700,
482,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 목표를 이루고 자신감을 얻은 경험',중간,"['성취', '경험담']",700,
483,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '팀 프로젝트에서 리더로 성공한 경험',중간,"['성취', '경험담']",700,
484,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자부심을 느끼게 만든 일',어려움,"['감정', '경험담']",600,
485,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '삶의 우선순위를 바꾸게 된 사건',중간,"['변화', '경험담']",700,
486,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '감사함을 크게 느낀 경험',어려움,"['감정', '경험담']",700,
487,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '정리정돈을 통해 얻은 깨달음',중간,"['일상', '경험담']",500,
488,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집 근처 공원에서 겪은 특별한 만남',어려움,"['일상', '경험담']",600,
489,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '오랜 시간 준비한 시험에 합격한 순간',중간,"['성취', '경험담']",500,
490,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '영화를 보고 생각이 바뀐 경험',중간,"['취미', '경험담']",500,
491,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '독서 습관이 삶을 바꾼 경험',어려움,"['취미', '경험담']",500,
492,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '스포츠 활동 중 겪은 기억에 남는 순간',쉬움,"['취미', '경험담']",600,
493,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '댄스나 연기 등 무대 경험에서 느낀 감정',중간,"['취미', '경험담']",500,
494,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '지역 사회 행사 봉사 경험이 준 교훈',쉬움,"['봉사', '경험담']",700,
495,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '독서 습관이 삶을 바꾼 경험',중간,"['취미', '경험담']",600,
496,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '일상에서 느낀 감사의 순간',쉬움,"['일상', '경험담']",500,
497,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사진 촬영을 하면서 깨달은 점',어려움,"['취미', '경험담']",500,
498,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노력 끝에 원하는 결과를 얻은 경험',중간,"['성취', '경험담']",500,
499,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '이사 후 새로운 환경에 적응하며 겪은 일',중간,"['변화', '경험담']",700,
500,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '성격이 바뀌게 된 계기',중간,"['변화', '경험담']",700,
501,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '삶의 우선순위를 바꾸게 된 사건',어려움,"['변화', '경험담']",700,
502,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '영화를 보고 생각이 바뀐 경험',어려움,"['취미', '경험담']",600,
503,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '놀라움을 안겨준 사건',중간,"['감정', '경험담']",600,
504,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 도시에 정착하며 겪은 도전',중간,"['변화', '경험담']",800,
505,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집에서 스스로 한 프로젝트 경험',중간,"['일상', '경험담']",500,
506,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자부심을 느끼게 만든 일',중간,"['감정', '경험담']",500,
507,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '오랜 시간 준비한 시험에 합격한 순간',중간,"['성취', '경험담']",800,
508,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '슬픔을 받아들이게 된 계기',쉬움,"['감정', '경험담']",600,
509,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자격증을 따기 위해 노력했던 과정',쉬움,"['성취', '경험담']",800,
510,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '댄스나 연기 등 무대 경험에서 느낀 감정',중간,"['취미', '경험담']",800,
511,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '악기 연주를 배우며 느낀 성취감',쉬움,"['취미', '경험담']",600,
512,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사진 촬영을 하면서 깨달은 점',중간,"['취미', '경험담']",600,
513,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 대표로 선발되었을 때의 감정',중간,"['성취', '경험담']",800,
514,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '일상에서 느낀 감사의 순간',쉬움,"['일상', '경험담']",500,
515,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '게임을 통해 배운 협력의 가치',쉬움,"['취미', '경험담']",800,
516,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '일상에서 느낀 감사의 순간',쉬움,"['일상', '경험담']",700,
517,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '지역 사회 행사 봉사 경험이 준 교훈',쉬움,"['봉사', '경험담']",800,
518,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '아이들과 함께한 봉사 활동의 의미',중간,"['봉사', '경험담']",600,
519,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '거리에서 만난 노숙인을 도왔던 경험',쉬움,"['봉사', '경험담']",800,
520,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '버스나 지하철에서 만난 특별한 사람',중간,"['일상', '경험담']",800,
521,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '봉사 활동 중 마주한 예상치 못한 사건',중간,"['봉사', '경험담']",800,
522,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '버스나 지하철에서 만난 특별한 사람',쉬움,"['일상', '경험담']",800,
523,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자부심을 느끼게 만든 일',어려움,"['감정', '경험담']",500,
524,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '동물 보호소에서 봉사하며 느낀 감정',어려움,"['봉사', '경험담']",800,
525,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '지역 사회 행사 봉사 경험이 준 교훈',중간,"['봉사', '경험담']",500,
526,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '학교 대표로 선발되었을 때의 감정',중간,"['성취', '경험담']",700,
527,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 일상의 행복을 깨달은 경험',중간,"['일상', '경험담']",700,
528,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 목표를 이루고 자신감을 얻은 경험',어려움,"['성취', '경험담']",600,
529,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노력 끝에 원하는 결과를 얻은 경험',어려움,"['성취', '경험담']",600,
530,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '거리에서 만난 노숙인을 도왔던 경험',중간,"['봉사', '경험담']",600,
531,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '환경 정화 활동을 하며 느낀 책임감',중간,"['봉사', '경험담']",800,
532,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '생각을 바꾸게 만든 대화나 경험',어려움,"['변화', '경험담']",600,
533,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '긴장 속에서 성공한 경험',쉬움,"['감정', '경험담']",700,
534,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '외국에서의 생활이 준 변화',쉬움,"['변화', '경험담']",600,
535,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 목표를 이루고 자신감을 얻은 경험',중간,"['성취', '경험담']",600,
536,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '오랜 시간 준비한 시험에 합격한 순간',쉬움,"['성취', '경험담']",700,
537,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '독서 습관이 삶을 바꾼 경험',쉬움,"['취미', '경험담']",600,
538,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '이사 후 새로운 환경에 적응하며 겪은 일',쉬움,"['변화', '경험담']",800,
539,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '악기 연주를 배우며 느낀 성취감',쉬움,"['취미', '경험담']",800,
540,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '두려움을 이겨낸 날의 기억',어려움,"['감정', '경험담']",600,
541,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '악기 연주를 배우며 느낀 성취감',쉬움,"['취미', '경험담']",800,
542,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '동물 보호소에서 봉사하며 느낀 감정',쉬움,"['봉사', '경험담']",800,
543,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '사고 이후 삶을 다시 바라보게 된 계기',쉬움,"['변화', '경험담']",800,
544,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '외국에서의 생활이 준 변화',어려움,"['변화', '경험담']",500,
545,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자원봉사로 누군가의 인생을 바꾼 경험',어려움,"['봉사', '경험담']",600,
546,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '환경 정화 활동을 하며 느낀 책임감',어려움,"['봉사', '경험담']",700,
547,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비 오는 날 혼자 걷던 기억',중간,"['일상', '경험담']",800,
548,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '성격이 바뀌게 된 계기',쉬움,"['변화', '경험담']",500,
549,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '운동 목표를 달성했을 때의 성취감',중간,"['성취', '경험담']",500,
550,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 취미를 시작하게 된 계기와 그로 인한 변화',중간,"['취미', '경험담']",800,
551,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노인 요양원에서 봉사하며 느낀 깨달음',쉬움,"['봉사', '경험담']",500,
552,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '요리를 배우며 생긴 특별한 추억',쉬움,"['취미', '경험담']",500,
553,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '버스나 지하철에서 만난 특별한 사람',중간,"['일상', '경험담']",500,
554,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '정리정돈을 통해 얻은 깨달음',어려움,"['일상', '경험담']",800,
555,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '비 오는 날 혼자 걷던 기억',중간,"['일상', '경험담']",700,
556,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '생각을 바꾸게 만든 대화나 경험',중간,"['변화', '경험담']",800,
557,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 목표를 이루고 자신감을 얻은 경험',어려움,"['성취', '경험담']",600,
558,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '대회에서 수상하며 배운 점',중간,"['성취', '경험담']",500,
559,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집에서 스스로 한 프로젝트 경험',중간,"['일상', '경험담']",500,
560,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '장기 목표를 달성하며 느낀 기쁨',중간,"['성취', '경험담']",500,
561,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '아이들과 함께한 봉사 활동의 의미',어려움,"['봉사', '경험담']",800,
562,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '정리정돈을 통해 얻은 깨달음',어려움,"['일상', '경험담']",700,
563,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '헌혈을 처음 했던 날의 감정',쉬움,"['봉사', '경험담']",500,
564,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집 근처 공원에서 겪은 특별한 만남',어려움,"['일상', '경험담']",500,
565,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '집 근처 공원에서 겪은 특별한 만남',어려움,"['일상', '경험담']",700,
566,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '악기 연주를 배우며 느낀 성취감',어려움,"['취미', '경험담']",500,
567,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '작은 목표를 이루고 자신감을 얻은 경험',쉬움,"['성취', '경험담']",700,
568,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '감사함을 크게 느낀 경험',어려움,"['감정', '경험담']",500,
569,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '실망을 딛고 일어선 순간',어려움,"['감정', '경험담']",800,
570,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '정리정돈을 통해 얻은 깨달음',쉬움,"['일상', '경험담']",500,
571,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '스포츠 활동 중 겪은 기억에 남는 순간',쉬움,"['취미', '경험담']",600,
572,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '노인 요양원에서 봉사하며 느낀 깨달음',쉬움,"['봉사', '경험담']",500,
573,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '자부심을 느끼게 만든 일',어려움,"['감정', '경험담']",600,
574,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '아이들과 함께한 봉사 활동의 의미',쉬움,"['봉사', '경험담']",500,
575,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '진로를 바꾸기로 결심하게 된 이유',어려움,"['변화', '경험담']",600,
576,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '길거리에서 우연히 벌어진 일로 배운 교훈',쉬움,"['일상', '경험담']",800,
577,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '악기 연주를 배우며 느낀 성취감',중간,"['취미', '경험담']",500,
578,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '팀 프로젝트에서 리더로 성공한 경험',어려움,"['성취', '경험담']",800,
579,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '새로운 취미를 시작하게 된 계기와 그로 인한 변화',어려움,"['취미', '경험담']",800,
580,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '생각을 바꾸게 만든 대화나 경험',중간,"['변화', '경험담']",600,
581,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '운동 목표를 달성했을 때의 성취감',어려움,"['성취', '경험담']",800,
582,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '전학 후 새로운 친구를 사귄 경험',중간,"['변화', '경험담']",800,
583,에세이,경험담 에세이,자신의 경험을 바탕으로 다음 주제에 대해 500~800자 분량의 에세이를 작성하시오: '성격이 바뀌게 된 계기',중간,"['변화', '경험담']",600,
